variable name,variable explanation,cycle name,variable documentation link,cycle documentation link,cycle dataset link
CIQP13O,Have hot flashes or chills?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP13O,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP13N,Afraid you might die?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP13N,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP13M,Afraid you might pass out?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP13M,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP13L,Afraid you might lose control?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP13L,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
ECQ095,CHECK ITEM,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm#ECQ095,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.xpt
CIQP13D,Did you have dry mouth?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP13D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
ECQ090,Weight more/less than 9.0 lbs,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm#ECQ090,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.xpt
ECD070B,"Weight at birth, ounces",1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm#ECD070B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.xpt
CIQP44Q,Strong Fear: Going to a hospital,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44Q,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44P,Strong Fear: Going to the dentist,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44P,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44O,Strong Fear: Getting an injection,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44O,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44N,Strong Fear: Seeing blood,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44N,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44M,Strong Fear: Closed spaces,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44M,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44L,Strong Fear: Flying,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44L,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44K,"Strong Fear: Storms, thunder, lightning",1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44K,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44R,Strong Fear: Other 1,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44R,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44J,Strong Fear: Heights,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44J,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44H,Strong Fear: Being in a public place,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44H,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44G,"Strong Fear:  Crowd, standing in line",1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44G,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44F,"Strong Fear: Traveling bus, train, car",1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44F,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44E,"Strong Fear: Being outside, away",1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44E,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44D,Strong Fear: Meeting new people,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44D,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44C,Strong Fear: Being in a crowd,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44C,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44B,Strong Fear: Party or social event,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44B,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44I,Strong Fear: Animals,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44I,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44A,Strong Fear: Giving a speech,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44S,Strong Fear: Other 2,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44S,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP48ZZ,CHECK ITEM,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP48ZZ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQPPC,Did attacks interfere with life?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQPPC,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQPPB,Did you take medication for attack?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQPPB,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQPPA,Did you tell other prof about attack?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQPPA,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP58,Did you tell doctor about attack?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP58,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP57,Four week in row and four attacks?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP57,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP56ZZ,CHECK ITEM,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP56ZZ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP55,Largest no. attack any four weeks,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP55,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP44T,Strong Fear: Other 3,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP44T,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP54ZZ,CHECK ITEM,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP54ZZ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP53ZZ,CHECK ITEM,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP53ZZ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP52,Longest no. weeks in row attack,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP52,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP51,Single period or two+ periods?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP51,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP50ZZ,CHECK ITEM,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP50ZZ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP50,Past 12 months no. weeks attack,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP50,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP49ZZ,CHECK ITEM,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP49ZZ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP49,Recency of fear or out of the blue,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP49,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP54,Largest no. attacks any one week,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP54,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP43ZZ,CHECK ITEM,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP43ZZ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP42,No. attacks past 12 months,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP42,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP41,Attack in past 12 months?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP41,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
PUD040,Home have private yard?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm#PUD040,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt
PUD034,# treatments in home by professional,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm#PUD034,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt
PUD033,Professional treated home?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm#PUD033,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt
PUD032,# treatments in home by non-professional,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm#PUD032,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt
PUD031,Non-professional treated home?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm#PUD031,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt
PUD021,Foundation/outside of building treated?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm#PUD021,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt
PUD020,Rooms treated for pests?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm#PUD020,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt
PUD060,Pest control in yard in past month?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm#PUD060,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt
PUD010,Pest control in home in past month?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm#PUD010,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt
SEQN,Respondent sequence number,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm#SEQN,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.xpt
ECQ010,Mother's age when born,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm#ECQ010,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.xpt
ECQ020,Mother smoked when pregnant,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm#ECQ020,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.xpt
ECQ030,Mother quit smoking while pregnant,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm#ECQ030,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.xpt
ECQ040,Mother quit smoking while pregnant (mo),1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm#ECQ040,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.xpt
ECQ060,Receive newborn care at health facility,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm#ECQ060,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.xpt
ECD070A,"Weight at birth, pounds",1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm#ECD070A,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/ECQ.xpt
SEQN,Respondent sequence number,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm#SEQN,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt
PUD071,Non-professional treated yard?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm#PUD071,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt
PUD072,# treatments in yard by non-professional,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm#PUD072,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt
PUD073,Professional treated yard?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm#PUD073,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/PUQ.xpt
CIQP40ZZ,CHECK ITEM,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP40ZZ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP40,No. attacks lifetime real danger,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP40,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP39ZZ,CHECK ITEM,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP39ZZ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP38,No. attacks past 12 months?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP38,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP37,Attack in past 12 months?,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP37,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP36ZZ,CHECK ITEM,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP36ZZ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP36,No. attacks lifetime strong fear,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP36,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
CIQP35ZZ,CHECK ITEM,1999-2000,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm#CIQP35ZZ,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/CIQPANIC.xpt
